,airfield 0,airplane_cabin 1,airport_terminal 2,alcove 3,alley 4,amphitheater 5,amusement_arcade 6,amusement_park 7,outdoor 8,aquarium 9,aqueduct 10,arcade 11,arch 12,archaelogical_excavation 13,archive 14,hockey 15,performance 16,rodeo 17,army_base 18,art_gallery 19,art_school 20,art_studio 21,artists_loft 22,assembly_line 23,outdoor 24,public 25,attic 26,auditorium 27,auto_factory 28,auto_showroom 29,badlands 30,shop 31,exterior 32,interior 33,ball_pit 34,ballroom 35,bamboo_forest 36,bank_vault 37,banquet_hall 38,bar 39,barn 40,barndoor 41,baseball_field 42,basement 43,indoor 44,bathroom 45,indoor 46,outdoor 47,beach 48,beach_house 49,beauty_salon 50,bedchamber 51,bedroom 52,beer_garden 53,beer_hall 54,berth 55,biology_laboratory 56,boardwalk 57,boat_deck 58,boathouse 59,bookstore 60,indoor 61,botanical_garden 62,indoor 63,bowling_alley 64,boxing_ring 65,bridge 66,building_facade 67,bullring 68,burial_chamber 69,bus_interior 70,indoor 71,butchers_shop 72,butte 73,outdoor 74,cafeteria 75,campsite 76,campus 77,natural 78,urban 79,candy_store 80,canyon 81,car_interior 82,carrousel 83,castle 84,catacomb 85,cemetery 86,chalet 87,chemistry_lab 88,childs_room 89,indoor 90,outdoor 91,classroom 92,clean_room 93,cliff 94,closet 95,clothing_store 96,coast 97,cockpit 98,coffee_shop 99,computer_room 100,conference_center 101,conference_room 102,construction_site 103,corn_field 104,corral 105,corridor 106,cottage 107,courthouse 108,courtyard 109,creek 110,crevasse 111,crosswalk 112,dam 113,delicatessen 114,department_store 115,sand 116,vegetation 117,desert_road 118,outdoor 119,dining_hall 120,dining_room 121,discotheque 122,outdoor 123,dorm_room 124,downtown 125,dressing_room 126,driveway 127,drugstore 128,door 129,elevator_lobby 130,elevator_shaft 131,embassy 132,engine_room 133,entrance_hall 134,indoor 135,excavation 136,fabric_store 137,farm 138,fastfood_restaurant 139,cultivated 140,wild 141,field_road 142,fire_escape 143,fire_station 144,fishpond 145,indoor 146,indoor 147,food_court 148,football_field 149,broadleaf 150,forest_path 151,forest_road 152,formal_garden 153,fountain 154,galley 155,indoor 156,outdoor 157,gas_station 158,exterior 159,indoor 160,outdoor 161,gift_shop 162,glacier 163,golf_course 164,indoor 165,outdoor 166,grotto 167,indoor 168,indoor 169,outdoor 170,harbor 171,hardware_store 172,hayfield 173,heliport 174,highway 175,home_office 176,home_theater 177,hospital 178,hospital_room 179,hot_spring 180,outdoor 181,hotel_room 182,house 183,outdoor 184,ice_cream_parlor 185,ice_floe 186,ice_shelf 187,indoor 188,outdoor 189,iceberg 190,igloo 191,industrial_area 192,outdoor 193,islet 194,indoor 195,jail_cell 196,japanese_garden 197,jewelry_shop 198,junkyard 199,kasbah 200,outdoor 201,kindergarden_classroom 202,kitchen 203,lagoon 204,natural 205,landfill 206,landing_deck 207,laundromat 208,lawn 209,lecture_room 210,legislative_chamber 211,indoor 212,outdoor 213,lighthouse 214,living_room 215,loading_dock 216,lobby 217,lock_chamber 218,locker_room 219,mansion 220,manufactured_home 221,indoor 222,outdoor 223,marsh 224,martial_arts_gym 225,mausoleum 226,medina 227,mezzanine 228,water 229,outdoor 230,motel 231,mountain 232,mountain_path 233,mountain_snowy 234,indoor 235,indoor 236,outdoor 237,music_studio 238,natural_history_museum 239,nursery 240,nursing_home 241,oast_house 242,ocean 243,office 244,office_building 245,office_cubicles 246,oilrig 247,operating_room 248,orchard 249,orchestra_pit 250,pagoda 251,palace 252,pantry 253,park 254,indoor 255,outdoor 256,parking_lot 257,pasture 258,patio 259,pavilion 260,pet_shop 261,pharmacy 262,phone_booth 263,physics_laboratory 264,picnic_area 265,pier 266,pizzeria 267,playground 268,playroom 269,plaza 270,pond 271,porch 272,promenade 273,indoor 274,racecourse 275,raceway 276,raft 277,railroad_track 278,rainforest 279,reception 280,recreation_room 281,repair_shop 282,residential_neighborhood 283,restaurant 284,restaurant_kitchen 285,restaurant_patio 286,rice_paddy 287,river 288,rock_arch 289,roof_garden 290,rope_bridge 291,ruin 292,runway 293,sandbox 294,sauna 295,schoolhouse 296,science_museum 297,server_room 298,shed 299,shoe_shop 300,shopfront 301,indoor 302,shower 303,ski_resort 304,ski_slope 305,sky 306,skyscraper 307,slum 308,snowfield 309,soccer_field 310,stable 311,baseball 312,football 313,soccer 314,indoor 315,outdoor 316,staircase 317,storage_room 318,street 319,platform 320,supermarket 321,sushi_bar 322,swamp 323,swimming_hole 324,indoor 325,outdoor 326,outdoor 327,television_room 328,television_studio 329,asia 330,throne_room 331,ticket_booth 332,topiary_garden 333,tower 334,toyshop 335,train_interior 336,platform 337,tree_farm 338,tree_house 339,trench 340,tundra 341,ocean_deep 342,utility_room 343,valley 344,vegetable_garden 345,veterinarians_office 346,viaduct 347,village 348,vineyard 349,volcano 350,outdoor 351,waiting_room 352,water_park 353,water_tower 354,waterfall 355,watering_hole 356,wave 357,wet_bar 358,wheat_field 359,wind_farm 360,windmill 361,yard 362,youth_hostel 363,zen_garden 364
G000025204,1.1696902220137417e-05,0.0001860725024016574,0.00030884711304679513,0.0013953907182440162,0.024792732670903206,0.000287987437332049,0.0018838306423276663,0.0014994911616668105,3.111600744887255e-05,0.0012929356889799237,5.0609829486347735e-05,0.0012111722026020288,0.00023519288515672088,0.0003716528881341219,0.000611084746196866,1.1296759112155996e-05,2.3111799691832857e-06,8.842852548696101e-05,3.4625754778971896e-05,0.0023001343943178654,0.006219849456101656,0.044039033353328705,0.058916691690683365,0.0007556399796158075,1.5161050441747648e-06,0.0012959052110090852,0.004620847757905722,4.114334296900779e-05,0.00047845926019363105,0.00010741560981841758,2.0333565771579742e-05,0.00011442502000136301,7.250149792525917e-05,0.0004945622640661895,8.77849743119441e-05,2.0039238734170794e-05,1.3479265362548176e-05,0.000606209272518754,1.5929465007502586e-05,0.0002873371122404933,0.0001287540653720498,0.0011418090434744954,7.1707754614180885e-06,0.05057256668806076,9.674432476458605e-06,0.00176324974745512,0.000619581900537014,0.009797513484954834,3.646707773441449e-05,0.0002995098184328526,0.002919094869866967,0.002163935685530305,0.002327671507373452,0.0008347828406840563,0.00011021056707249954,0.0013962839730083942,0.0001869642874225974,2.0950272300979123e-05,0.0009958865121006966,0.0001440123305656016,0.00020141119603067636,0.0029098393861204386,3.320064570289105e-05,0.00033960826112888753,3.0453291401499882e-05,1.4200220903148875e-05,6.97867653798312e-05,0.00016183906700462103,0.00012323020200710744,0.0004429580003488809,0.002090361202135682,0.0012208024272695184,0.0027034159284085035,3.022186501766555e-05,9.664353274274617e-05,0.0007388564408756793,0.0021376574877649546,9.86114246188663e-05,8.003180118976161e-05,0.00014305727381724864,2.6887677449849434e-05,8.835599146550521e-05,3.1901843613013625e-05,4.9447266064817086e-05,4.763221659231931e-05,0.00042114511597901583,4.321921005612239e-05,0.00033313114545308053,0.00017877905338536948,0.002109854482114315,6.472287350334227e-05,2.4245167878689244e-05,0.0028342879377305508,0.0002361197111895308,2.267332820338197e-05,0.0005015027709305286,0.00046978838508948684,4.815670399693772e-05,2.971339381474536e-05,0.003037147456780076,0.0010797015856951475,6.082465188228525e-05,8.450116729363799e-05,0.015780484303832054,5.502632484422065e-05,0.0001589412277098745,0.000689869571942836,5.504028740688227e-05,2.051059254881693e-06,0.014723575673997402,3.9214723074110225e-05,2.698599018913228e-05,4.730654472950846e-05,0.00010386805661255494,7.900354103185236e-05,9.229762508766726e-05,7.88101096986793e-05,1.0194312380917836e-05,1.049852289725095e-05,0.0004258291737642139,0.00016971096920315176,0.0014995519304648042,1.6846030121087097e-05,0.0002574846730567515,0.027048254385590553,8.542030991520733e-05,0.0009453542879782617,0.010962867178022861,5.6603184930281714e-05,0.0001192789277411066,0.0033023497089743614,0.000105104292742908,4.522598828771152e-06,0.0017980515258386731,0.0018465801840648055,1.8648152035893872e-05,0.005311728920787573,0.00037384103052318096,0.0001381772308377549,0.000494150910526514,1.994902777369134e-05,5.2366835916473065e-06,4.3538788304431364e-05,0.00023660548322368413,0.0003853477246593684,7.458784966729581e-05,0.005078078713268042,6.792070780647919e-05,0.0004857089079450816,2.4997823402372887e-06,2.7370115276426077e-06,1.8879582057707012e-05,6.577525255124783e-06,1.3362880963541102e-05,0.00012729130685329437,0.0004489944549277425,0.03931300342082977,0.002925256500020623,0.0016801651800051332,5.2939296438125893e-05,0.0011798613704741001,0.00020320646581239998,0.0002981008146889508,5.693419007002376e-05,3.785196213357267e-06,0.0012340119574218988,0.0006568643148057163,1.0213891982857604e-05,0.00012482688180170953,0.0010443775681778789,6.651134754065424e-05,0.00012163806241005659,0.0006191926659084857,3.692890823003836e-05,4.871776400250383e-05,1.3007724191993475e-05,0.0016513834707438946,0.00046274790656752884,0.00026568525936454535,0.001260804827325046,0.00033150025410577655,1.390362831443781e-05,0.0003931577375624329,7.41721669328399e-05,5.3504976676777005e-05,0.00042645318899303675,4.299060674384236e-05,4.388453817227855e-05,1.705670183582697e-05,6.5292049839627e-05,2.106223655573558e-05,0.00017251624376513064,0.00043582450598478317,0.00012831167259719223,8.758303010836244e-06,0.0004477197944652289,0.00240644090808928,1.9831553800031543e-05,9.12103132577613e-05,0.002016138518229127,0.0006464009056799114,0.0023360231425613165,0.003739808453246951,0.0012863054871559143,5.194316599954618e-06,2.5411189199076034e-05,0.0012752496404573321,3.428973286645487e-06,0.005138753447681665,6.198853952810168e-05,0.0001834360446082428,9.839311132964212e-06,0.0002545112220104784,2.6288807930541225e-05,2.1205112716415897e-05,0.005382710602134466,0.022651946172118187,0.00787578709423542,0.0009054100955836475,0.0034148870036005974,4.7047302359715104e-05,0.0008030167664401233,0.0011211831588298082,0.0018003825098276138,1.4251000720832963e-05,1.9884182620444335e-05,5.5010372307151556e-05,0.032398976385593414,0.0013869422255083919,4.446548337000422e-05,3.962362097809091e-05,0.00020238633442204446,9.07891517272219e-05,2.9100305255269632e-05,3.368972829775885e-05,5.714939470635727e-05,0.0039153555408120155,8.064115536399186e-05,0.00019991470617242157,0.000438250252045691,0.0011912314221262932,0.00034734769724309444,0.00010422825289424509,5.059849354438484e-05,0.002376083517447114,7.687402103329077e-05,0.0019781331066042185,2.4794431737973355e-05,0.0007159692468121648,4.119756704312749e-05,2.6689567675930448e-06,1.7014623153954744e-05,3.606216705520637e-05,0.00026628197520039976,4.7860525228315964e-05,0.003892755601555109,3.73858492821455e-05,0.0011841104133054614,9.330583998234943e-05,0.04500538110733032,0.00015321721730288118,0.0021967815700918436,0.00010215290240012109,0.0034758462570607662,0.0001945951662492007,8.890378376236185e-05,4.42482196376659e-05,0.0014040173264220357,0.0006966535001993179,0.004956466145813465,0.00040291305049322546,2.1005369490012527e-05,0.0021018635015934706,4.0419927245238796e-05,0.00010894901060964912,6.281809419306228e-06,1.4313273823063355e-05,6.371330528054386e-05,0.0001473491865908727,2.5494131477898918e-05,0.0014410285511985421,0.002697896445170045,0.028843684121966362,0.00022565557446796447,0.0005729342810809612,0.0003771015035454184,0.001392945065163076,0.0001869310362963006,6.179523188620806e-05,7.637634553248063e-06,0.002203032374382019,8.949845323513728e-06,6.991827103774995e-05,8.127994078677148e-06,0.0010238854447379708,8.651569805806503e-05,2.8950498744961806e-05,0.001433747005648911,0.0009392870124429464,0.010292156599462032,0.0001544684055261314,0.0001296995033044368,0.0008609055075794458,0.000589356233831495,7.783238834235817e-05,1.5019635611679405e-05,7.858278695493937e-05,2.299228435731493e-05,0.2160656899213791,1.6467503883177415e-05,2.9757020456600003e-06,0.02968703955411911,7.2645520958758425e-06,4.083003204868874e-06,5.218278147367528e-06,2.7406747904024087e-05,1.5013934898888692e-05,0.0007568162400275469,0.0641467273235321,0.00031646277057006955,0.0002657592121977359,0.0002415661292616278,3.1581275834469125e-05,5.177960247237934e-06,6.118994406278944e-06,0.00014851753076072782,3.5016175388591364e-05,1.669051380304154e-05,0.0010252621723338962,0.001654684660024941,5.703053830075078e-05,0.00029667268972843885,0.0010594389168545604,8.040692773647606e-05,2.7260666684014723e-05,3.262584505137056e-05,0.0013413653941825032,0.0003393926308490336,2.4839802790666e-05,5.212302494328469e-05,0.0041562472470104694,8.679932761879172e-06,5.120337664266117e-05,0.005802822299301624,0.00011693350097630173,0.00037141868961043656,0.0003744747373275459,5.6172822951339185e-05,0.005611729808151722,5.302071713231271e-06,8.127668843371794e-05,1.4243446457840037e-05,0.012868760153651237,0.0001405023067491129,0.00011646201892290264,1.1430619451857638e-05,1.5192015780485235e-05,2.6154521037824452e-05,0.0004191980988252908,1.274769238079898e-05,1.3076243703835644e-05,1.7802847651182674e-05,0.006586404982954264,0.009235589765012264,0.00023286318173632026
G000442330,3.2894408832362387e-06,8.994267773232423e-06,0.00020522561680991203,1.721690750855487e-05,1.8797569509843015e-06,3.0904473078408046e-06,0.14629732072353363,0.005255835130810738,1.6003285736587713e-06,0.0001227229950018227,5.157624855200993e-06,1.2208964108140208e-05,4.798917143489234e-05,1.8062969786569738e-08,1.5752902982058004e-05,9.543402939016232e-07,5.535126183531247e-05,1.0490153727005236e-05,8.96436006314616e-07,0.0002582667802926153,0.00015838714898563921,0.0001092156016966328,7.216435733425897e-06,1.670031633693725e-05,4.95827043778263e-06,2.2660253762296634e-06,5.5278378567891195e-06,0.00026141857961192727,2.4636126909172162e-05,0.000738640665076673,5.357386271498399e-06,0.004191854037344456,9.237077392754145e-06,7.077438112901291e-06,0.001549162669107318,1.2038965905958321e-05,1.7608668940738426e-06,3.528087404447433e-07,9.87280782283051e-06,0.004931983537971973,0.00011087120219599456,1.2182516002212651e-05,0.00023259611043613404,1.5289611837943085e-05,1.061270450009033e-05,2.2972321858105715e-06,2.0611578293028288e-05,6.15444014329114e-06,1.1720795555447694e-05,8.445497769571375e-06,0.004913441836833954,1.1522585737111513e-05,6.756091897841543e-05,0.00016665934526827186,0.00022467473172582686,2.6037221687147394e-05,1.988586700463202e-05,4.042677755933255e-05,7.825214197509922e-06,1.4011723578732926e-05,0.001021171803586185,0.0008622804307378829,4.4079526560381055e-05,8.5466519522015e-05,0.02050025388598442,4.4747721403837204e-05,7.440885383402929e-05,7.122482202248648e-05,1.2371377124509308e-05,5.219533250055974e-07,2.832822428899817e-05,2.348489942960441e-05,0.002710520988330245,1.2596751730598044e-06,8.990764399641193e-07,0.003398049855604768,8.987866749521345e-05,3.548184395185672e-05,1.6574075516473386e-06,4.906319190922659e-07,0.04393775388598442,9.295342806581175e-07,0.0001433313882444054,0.00016625557327643037,9.356992450193502e-06,6.219535748641647e-07,8.386242370761465e-06,0.00019329495262354612,9.219747880706564e-06,0.000843059504404664,8.358878403669223e-06,5.471633812703658e-06,0.0003113510028924793,3.6792696391785285e-06,9.68692575042951e-07,3.8253554521361366e-05,0.001990372082218528,3.2873144846234936e-06,3.948567609768361e-06,0.009286683052778244,0.000341448379913345,0.00014881827519275248,4.00192839151714e-05,5.0583785196067765e-06,1.3160486560082063e-05,4.6258028874035517e-07,4.225010798108997e-06,4.291458935767878e-06,3.5783516523224534e-06,1.2180285011709202e-05,1.5371815607068129e-06,9.008199697291275e-08,7.65823006076971e-06,4.2461263660698023e-07,0.00531870499253273,0.0038698995485901833,2.143523715858464e-06,2.715049447488127e-07,2.589622908999445e-06,0.02742406539618969,4.5621847675647587e-05,3.112241029157303e-05,0.0010570015292614698,1.6802541722427122e-05,8.343050285475329e-05,3.1140771170612425e-06,1.4454587471846025e-05,2.4631241103634238e-05,0.009748588316142559,5.3772542742080986e-05,1.4008931429998484e-05,1.7666026224105735e-06,1.0425855180073995e-05,5.761026841355488e-06,2.167368393202196e-06,5.131442958372645e-05,1.86220390219205e-07,0.0002608164504636079,3.8033260352676734e-05,0.4435446858406067,6.0132235375931486e-05,2.1282316083670594e-05,3.517373988870531e-05,5.250339199847076e-06,0.00032639139681123197,3.868675833018642e-07,3.239102443330921e-05,0.00012526169302873313,0.024154048413038254,7.076128440530738e-06,2.46140871240641e-06,2.783914396786713e-06,1.3618071534438059e-05,5.91132902627578e-06,1.1286450899206102e-05,1.3121561096340884e-05,0.00010192846821155399,2.080458216369152e-05,0.00015885860193520784,5.051029802416451e-05,0.002974762348458171,0.0019760667346417904,0.004633229225873947,3.644855496531818e-06,1.8881952200899832e-05,1.1000036465702578e-05,8.276659173134249e-06,1.811235620152729e-06,1.0791021850309335e-05,8.614444595878012e-06,0.00020091733313165605,3.881249540427234e-06,0.0028062467463314533,6.817169833084336e-07,1.4841865549897193e-06,0.00011390935105737299,0.00011426567652961239,0.010185307823121548,8.245465869549662e-05,4.1552004404366016e-05,2.8484806534834206e-05,0.0001371134421788156,5.3452225984074175e-05,6.48718105367152e-06,5.4821375670144334e-06,0.032909538596868515,7.747485710751789e-07,2.8240667234058492e-05,1.0454588846187107e-05,5.429374141385779e-06,9.257364581571892e-07,2.854132389984443e-06,2.7760177545133047e-05,0.00015437595720868558,1.7247168671019608e-06,1.6810500937936013e-06,2.6203383640677202e-06,6.377701993187657e-06,0.0005785867106169462,8.736044037505053e-06,6.962242196095758e-07,4.8780326324049383e-05,0.0008801338262856007,0.00016357892309315503,8.503124604430923e-07,8.837800123728812e-06,1.0461865258548642e-06,2.1757628587693034e-07,0.0006160054472275078,5.8576961237122305e-06,5.860548480995931e-05,6.349979230435565e-06,9.502621651336085e-06,5.5706623243168e-06,9.59893259278033e-06,0.00024897261755540967,1.5183885807346087e-05,0.00016706743917893618,3.3469072491243423e-07,0.0002631945535540581,2.4505376131855883e-05,1.2298801266297232e-06,0.00017451115127187222,0.00043678455404005945,1.8090364619638422e-06,6.523764022858813e-05,5.286090527079068e-06,5.784553991361463e-07,2.4010951165109873e-06,1.7759101638148422e-06,8.028671800275333e-06,0.0005886584403924644,1.3805625712848268e-05,1.0361094382460578e-06,6.418033080990426e-06,0.006726240273565054,7.55671426304616e-05,2.5068900868063793e-05,0.00013850060349795967,7.209790965134744e-06,0.0004052522708661854,3.0339188015204854e-05,1.254786980098288e-06,5.2588329708669335e-06,0.0002418489893898368,1.3945747923571616e-05,0.00027945238980464637,1.0766274272100418e-06,4.883341262029717e-06,8.111413080769125e-06,3.161844006172032e-06,7.33610286260955e-05,1.960330700967461e-05,0.00047433702275156975,0.00010099289647769183,1.858138057286851e-05,3.550666860974161e-06,0.0003128144016955048,8.805317520454992e-06,2.5875257051666267e-05,0.0034140085335820913,0.03336453437805176,0.006573006045073271,1.1359631571394857e-05,5.984141807857668e-06,3.7461646570591256e-05,2.6742097816168098e-06,0.0104626240208745,3.3058840926969424e-05,0.0020604399032890797,6.131736154202372e-05,2.8488623229350196e-06,7.077508780639619e-05,1.3760186448052991e-05,6.402459257515147e-05,0.0003035393310710788,0.00043785179150290787,4.77909816254396e-06,2.8603983082575724e-05,3.5060042137047276e-05,0.0017874013865366578,0.01706281676888466,0.0003421376459300518,2.3107916149456287e-06,0.0020490060560405254,5.1827391871483997e-05,0.0017470555612817407,2.999105618073372e-06,3.873181867675157e-06,5.107003175908176e-07,5.064740435045678e-06,1.4546887996402802e-06,1.6584074558068096e-07,2.9348943826335017e-06,5.149632670509163e-06,3.919065420632251e-06,1.9339755453984253e-05,0.00012666247494053096,0.00010013369319494814,3.058755464735441e-05,0.005087937228381634,0.006829586811363697,1.4527610801451374e-05,5.853669335920131e-06,7.771599484840408e-06,1.2034787687298376e-05,6.826096068834886e-05,3.7555703329417156e-06,8.080101565610676e-07,1.5923330920486478e-06,9.330011380370706e-06,7.395414286293089e-06,0.00034604588290676475,2.8922177079948597e-05,5.5733169574523345e-05,0.0027229872066527605,0.0003120727778878063,2.8537202524603345e-05,2.834058705047937e-06,3.586236516639474e-06,0.00013018312165513635,0.02533627860248089,0.0073079876601696014,2.444588744765497e-06,2.3109675950649944e-08,3.693289500006358e-06,5.073572538094595e-06,1.5899499317129084e-07,0.002205490367487073,0.0003487363283056766,9.144566865870729e-05,8.223911208915524e-06,0.012643680907785892,1.7363016013405286e-05,2.0690002202172764e-05,0.01158667542040348,1.358043391519459e-05,1.5871035429881886e-05,4.591838205669774e-06,1.2839867849834263e-05,1.1023390555919832e-07,3.8267270952019317e-07,4.3009808905480895e-06,2.089441659336444e-05,4.718966465588892e-06,5.24332881468581e-06,3.1582589144818485e-05,1.4679848391097039e-05,4.916668785881484e-06,8.770051863393746e-06,9.894373761198949e-06,7.913567060313653e-06,0.0003941310860682279,2.409441367490217e-05,8.601006811659317e-06,2.0952691102138488e-06,1.2523223347216117e-07,1.1031736448785523e-06,0.00011388122220523655,7.748347343294881e-06,2.424628291919362e-06,6.480552656284999e-06,2.8978498448850587e-05,1.8646936950972304e-05,1.1988583992206259e-06
